library_id,namespace,meta,proj,release,release_id,max_cvss,cve_count
maven|org.codehaus.groovy|groovy|1.7.0,maven,org.codehaus.groovy,groovy,1.7.0,2933,9.8,2
maven|org.codehaus.groovy|groovy|1.7.1,maven,org.codehaus.groovy,groovy,1.7.1,2934,9.8,2
maven|org.codehaus.groovy|groovy|1.7.2,maven,org.codehaus.groovy,groovy,1.7.2,2935,9.8,2
maven|org.codehaus.groovy|groovy|1.7.3,maven,org.codehaus.groovy,groovy,1.7.3,2936,9.8,2
maven|org.codehaus.groovy|groovy|1.7.4,maven,org.codehaus.groovy,groovy,1.7.4,2937,9.8,2
maven|org.codehaus.groovy|groovy|1.7.5,maven,org.codehaus.groovy,groovy,1.7.5,2938,9.8,2
maven|org.codehaus.groovy|groovy|1.7.6,maven,org.codehaus.groovy,groovy,1.7.6,2939,9.8,2
maven|org.codehaus.groovy|groovy|1.7.7,maven,org.codehaus.groovy,groovy,1.7.7,2940,9.8,2
maven|org.codehaus.groovy|groovy|1.7.8,maven,org.codehaus.groovy,groovy,1.7.8,2941,9.8,2
maven|org.codehaus.groovy|groovy|1.7.9,maven,org.codehaus.groovy,groovy,1.7.9,2942,9.8,2
maven|org.codehaus.groovy|groovy|1.7.10,maven,org.codehaus.groovy,groovy,1.7.10,2943,9.8,2
maven|org.codehaus.groovy|groovy|1.7.11,maven,org.codehaus.groovy,groovy,1.7.11,2944,9.8,2
maven|org.codehaus.groovy|groovy|1.8.0,maven,org.codehaus.groovy,groovy,1.8.0,2945,9.8,2
maven|org.codehaus.groovy|groovy|1.8.0-beta-1,maven,org.codehaus.groovy,groovy,1.8.0-beta-1,2946,9.8,2
maven|org.codehaus.groovy|groovy|1.8.0-rc-1,maven,org.codehaus.groovy,groovy,1.8.0-rc-1,2947,9.8,2
maven|org.codehaus.groovy|groovy|1.8.0-beta-2,maven,org.codehaus.groovy,groovy,1.8.0-beta-2,2948,9.8,2
maven|org.codehaus.groovy|groovy|1.8.0-rc-2,maven,org.codehaus.groovy,groovy,1.8.0-rc-2,2949,9.8,2
maven|org.codehaus.groovy|groovy|1.8.0-beta-3,maven,org.codehaus.groovy,groovy,1.8.0-beta-3,2950,9.8,2
maven|org.codehaus.groovy|groovy|1.8.0-rc-3,maven,org.codehaus.groovy,groovy,1.8.0-rc-3,2951,9.8,2
maven|org.codehaus.groovy|groovy|1.8.0-beta-4,maven,org.codehaus.groovy,groovy,1.8.0-beta-4,2952,9.8,2
maven|org.codehaus.groovy|groovy|1.8.0-rc-4,maven,org.codehaus.groovy,groovy,1.8.0-rc-4,2953,9.8,2
maven|org.codehaus.groovy|groovy|1.8.1,maven,org.codehaus.groovy,groovy,1.8.1,2954,9.8,2
maven|org.codehaus.groovy|groovy|1.8.2,maven,org.codehaus.groovy,groovy,1.8.2,2955,9.8,2
maven|org.codehaus.groovy|groovy|1.8.3,maven,org.codehaus.groovy,groovy,1.8.3,2956,9.8,2
maven|org.codehaus.groovy|groovy|1.8.4,maven,org.codehaus.groovy,groovy,1.8.4,2957,9.8,2
maven|org.codehaus.groovy|groovy|1.8.5,maven,org.codehaus.groovy,groovy,1.8.5,2958,9.8,2
maven|org.codehaus.groovy|groovy|1.8.6,maven,org.codehaus.groovy,groovy,1.8.6,2959,9.8,2
maven|org.codehaus.groovy|groovy|1.8.7,maven,org.codehaus.groovy,groovy,1.8.7,2960,9.8,2
maven|org.codehaus.groovy|groovy|1.8.8,maven,org.codehaus.groovy,groovy,1.8.8,2961,9.8,2
maven|org.codehaus.groovy|groovy|1.8.9,maven,org.codehaus.groovy,groovy,1.8.9,2962,9.8,2
maven|org.codehaus.groovy|groovy|1.9.0-beta-1,maven,org.codehaus.groovy,groovy,1.9.0-beta-1,2963,9.8,2
maven|org.codehaus.groovy|groovy|1.9.0-beta-2,maven,org.codehaus.groovy,groovy,1.9.0-beta-2,2964,9.8,2
maven|org.codehaus.groovy|groovy|1.9.0-beta-3,maven,org.codehaus.groovy,groovy,1.9.0-beta-3,2965,9.8,2
maven|org.codehaus.groovy|groovy|1.9.0-beta-4,maven,org.codehaus.groovy,groovy,1.9.0-beta-4,2966,9.8,2
maven|org.codehaus.groovy|groovy|2.0.0,maven,org.codehaus.groovy,groovy,2.0.0,2967,9.8,3
maven|org.codehaus.groovy|groovy|2.0.0-beta-1,maven,org.codehaus.groovy,groovy,2.0.0-beta-1,2968,9.8,2
maven|org.codehaus.groovy|groovy|2.0.0-rc-1,maven,org.codehaus.groovy,groovy,2.0.0-rc-1,2969,9.8,2
maven|org.codehaus.groovy|groovy|2.0.0-beta-2,maven,org.codehaus.groovy,groovy,2.0.0-beta-2,2970,9.8,2
maven|org.codehaus.groovy|groovy|2.0.0-rc-2,maven,org.codehaus.groovy,groovy,2.0.0-rc-2,2971,9.8,2
maven|org.codehaus.groovy|groovy|2.0.0-beta-3,maven,org.codehaus.groovy,groovy,2.0.0-beta-3,2972,9.8,2
maven|org.codehaus.groovy|groovy|2.0.0-rc-3,maven,org.codehaus.groovy,groovy,2.0.0-rc-3,2973,9.8,2
maven|org.codehaus.groovy|groovy|2.0.0-rc-4,maven,org.codehaus.groovy,groovy,2.0.0-rc-4,2974,9.8,2
maven|org.codehaus.groovy|groovy|2.0.1,maven,org.codehaus.groovy,groovy,2.0.1,2975,9.8,3
maven|org.codehaus.groovy|groovy|2.0.2,maven,org.codehaus.groovy,groovy,2.0.2,2976,9.8,3
maven|org.codehaus.groovy|groovy|2.0.3,maven,org.codehaus.groovy,groovy,2.0.3,2977,9.8,3
maven|org.codehaus.groovy|groovy|2.0.4,maven,org.codehaus.groovy,groovy,2.0.4,2978,9.8,3
maven|org.codehaus.groovy|groovy|2.0.5,maven,org.codehaus.groovy,groovy,2.0.5,2979,9.8,3
maven|org.codehaus.groovy|groovy|2.0.6,maven,org.codehaus.groovy,groovy,2.0.6,2980,9.8,3
maven|org.codehaus.groovy|groovy|2.0.7,maven,org.codehaus.groovy,groovy,2.0.7,2981,9.8,3
maven|org.codehaus.groovy|groovy|2.0.8,maven,org.codehaus.groovy,groovy,2.0.8,2982,9.8,3
maven|org.codehaus.groovy|groovy|2.1.0,maven,org.codehaus.groovy,groovy,2.1.0,2983,9.8,3
maven|org.codehaus.groovy|groovy|2.1.0-beta-1,maven,org.codehaus.groovy,groovy,2.1.0-beta-1,2984,9.8,3
maven|org.codehaus.groovy|groovy|2.1.0-rc-1,maven,org.codehaus.groovy,groovy,2.1.0-rc-1,2985,9.8,3
maven|org.codehaus.groovy|groovy|2.1.0-rc-2,maven,org.codehaus.groovy,groovy,2.1.0-rc-2,2986,9.8,3
maven|org.codehaus.groovy|groovy|2.1.0-rc-3,maven,org.codehaus.groovy,groovy,2.1.0-rc-3,2987,9.8,3
maven|org.codehaus.groovy|groovy|2.1.1,maven,org.codehaus.groovy,groovy,2.1.1,2988,9.8,3
maven|org.codehaus.groovy|groovy|2.1.2,maven,org.codehaus.groovy,groovy,2.1.2,2989,9.8,3
maven|org.codehaus.groovy|groovy|2.1.3,maven,org.codehaus.groovy,groovy,2.1.3,2990,9.8,3
maven|org.codehaus.groovy|groovy|2.1.4,maven,org.codehaus.groovy,groovy,2.1.4,2991,9.8,3
maven|org.codehaus.groovy|groovy|2.1.5,maven,org.codehaus.groovy,groovy,2.1.5,2992,9.8,3
maven|org.codehaus.groovy|groovy|2.1.6,maven,org.codehaus.groovy,groovy,2.1.6,2993,9.8,3
maven|org.codehaus.groovy|groovy|2.1.7,maven,org.codehaus.groovy,groovy,2.1.7,2994,9.8,3
maven|org.codehaus.groovy|groovy|2.1.8,maven,org.codehaus.groovy,groovy,2.1.8,2995,9.8,3
maven|org.codehaus.groovy|groovy|2.1.9,maven,org.codehaus.groovy,groovy,2.1.9,2996,9.8,3
maven|org.codehaus.groovy|groovy|2.2.0,maven,org.codehaus.groovy,groovy,2.2.0,2997,9.8,3
maven|org.codehaus.groovy|groovy|2.2.0-beta-1,maven,org.codehaus.groovy,groovy,2.2.0-beta-1,2998,9.8,3
maven|org.codehaus.groovy|groovy|2.2.0-rc-1,maven,org.codehaus.groovy,groovy,2.2.0-rc-1,2999,9.8,3
maven|org.codehaus.groovy|groovy|2.2.0-beta-2,maven,org.codehaus.groovy,groovy,2.2.0-beta-2,3000,9.8,3
maven|org.codehaus.groovy|groovy|2.2.0-rc-2,maven,org.codehaus.groovy,groovy,2.2.0-rc-2,3001,9.8,3
maven|org.codehaus.groovy|groovy|2.2.0-rc-3,maven,org.codehaus.groovy,groovy,2.2.0-rc-3,3002,9.8,3
maven|org.codehaus.groovy|groovy|2.2.1,maven,org.codehaus.groovy,groovy,2.2.1,3003,9.8,3
maven|org.codehaus.groovy|groovy|2.2.2,maven,org.codehaus.groovy,groovy,2.2.2,3004,9.8,3
maven|org.codehaus.groovy|groovy|2.3.0,maven,org.codehaus.groovy,groovy,2.3.0,3005,9.8,3
maven|org.codehaus.groovy|groovy|2.3.0-beta-1,maven,org.codehaus.groovy,groovy,2.3.0-beta-1,3006,9.8,3
maven|org.codehaus.groovy|groovy|2.3.0-rc-1,maven,org.codehaus.groovy,groovy,2.3.0-rc-1,3007,9.8,3
maven|org.codehaus.groovy|groovy|2.3.0-beta-2,maven,org.codehaus.groovy,groovy,2.3.0-beta-2,3008,9.8,3
maven|org.codehaus.groovy|groovy|2.3.0-rc-2,maven,org.codehaus.groovy,groovy,2.3.0-rc-2,3009,9.8,3
maven|org.codehaus.groovy|groovy|2.3.0-rc-4,maven,org.codehaus.groovy,groovy,2.3.0-rc-4,3010,9.8,3
maven|org.codehaus.groovy|groovy|2.3.1,maven,org.codehaus.groovy,groovy,2.3.1,3011,9.8,3
maven|org.codehaus.groovy|groovy|2.3.2,maven,org.codehaus.groovy,groovy,2.3.2,3012,9.8,3
maven|org.codehaus.groovy|groovy|2.3.3,maven,org.codehaus.groovy,groovy,2.3.3,3013,9.8,3
maven|org.codehaus.groovy|groovy|2.3.4,maven,org.codehaus.groovy,groovy,2.3.4,3014,9.8,3
maven|org.codehaus.groovy|groovy|2.3.5,maven,org.codehaus.groovy,groovy,2.3.5,3015,9.8,3
maven|org.codehaus.groovy|groovy|2.3.6,maven,org.codehaus.groovy,groovy,2.3.6,3016,9.8,3
maven|org.codehaus.groovy|groovy|2.3.7,maven,org.codehaus.groovy,groovy,2.3.7,3017,9.8,3
maven|org.codehaus.groovy|groovy|2.3.8,maven,org.codehaus.groovy,groovy,2.3.8,3018,9.8,3
maven|org.codehaus.groovy|groovy|2.3.9,maven,org.codehaus.groovy,groovy,2.3.9,3019,9.8,3
maven|org.codehaus.groovy|groovy|2.3.10,maven,org.codehaus.groovy,groovy,2.3.10,3020,9.8,3
maven|org.codehaus.groovy|groovy|2.3.11,maven,org.codehaus.groovy,groovy,2.3.11,3021,9.8,3
maven|org.codehaus.groovy|groovy|2.4.0,maven,org.codehaus.groovy,groovy,2.4.0,3022,9.8,3
maven|org.codehaus.groovy|groovy|2.4.0-beta-1,maven,org.codehaus.groovy,groovy,2.4.0-beta-1,3023,9.8,3
maven|org.codehaus.groovy|groovy|2.4.0-rc-1,maven,org.codehaus.groovy,groovy,2.4.0-rc-1,3024,9.8,3
maven|org.codehaus.groovy|groovy|2.4.0-beta-2,maven,org.codehaus.groovy,groovy,2.4.0-beta-2,3025,9.8,3
maven|org.codehaus.groovy|groovy|2.4.0-rc-2,maven,org.codehaus.groovy,groovy,2.4.0-rc-2,3026,9.8,3
maven|org.codehaus.groovy|groovy|2.4.0-beta-3,maven,org.codehaus.groovy,groovy,2.4.0-beta-3,3027,9.8,3
maven|org.codehaus.groovy|groovy|2.4.0-beta-4,maven,org.codehaus.groovy,groovy,2.4.0-beta-4,3028,9.8,3
maven|org.codehaus.groovy|groovy|2.4.1,maven,org.codehaus.groovy,groovy,2.4.1,3029,9.8,3
maven|org.codehaus.groovy|groovy|2.4.2,maven,org.codehaus.groovy,groovy,2.4.2,3030,9.8,3
maven|org.codehaus.groovy|groovy|2.4.3,maven,org.codehaus.groovy,groovy,2.4.3,3031,9.8,3
maven|org.codehaus.groovy|groovy|2.4.4,maven,org.codehaus.groovy,groovy,2.4.4,3032,9.8,2
maven|org.codehaus.groovy|groovy|2.4.5,maven,org.codehaus.groovy,groovy,2.4.5,3033,9.8,2
maven|org.codehaus.groovy|groovy|2.4.6,maven,org.codehaus.groovy,groovy,2.4.6,3034,9.8,2
maven|org.codehaus.groovy|groovy|2.4.7,maven,org.codehaus.groovy,groovy,2.4.7,3035,9.8,2
maven|org.codehaus.groovy|groovy|2.4.8,maven,org.codehaus.groovy,groovy,2.4.8,3036,5.4,1
maven|org.codehaus.groovy|groovy|2.4.9,maven,org.codehaus.groovy,groovy,2.4.9,3037,5.4,1
maven|org.codehaus.groovy|groovy|2.4.10,maven,org.codehaus.groovy,groovy,2.4.10,3038,5.4,1
maven|org.codehaus.groovy|groovy|2.4.11,maven,org.codehaus.groovy,groovy,2.4.11,3039,5.4,1
maven|org.codehaus.groovy|groovy|2.4.12,maven,org.codehaus.groovy,groovy,2.4.12,3040,5.4,1
maven|org.codehaus.groovy|groovy|2.4.13,maven,org.codehaus.groovy,groovy,2.4.13,3041,5.4,1
maven|org.codehaus.groovy|groovy|2.4.14,maven,org.codehaus.groovy,groovy,2.4.14,3042,5.4,1
maven|org.codehaus.groovy|groovy|2.4.15,maven,org.codehaus.groovy,groovy,2.4.15,3043,5.4,1
maven|org.codehaus.groovy|groovy|2.4.16,maven,org.codehaus.groovy,groovy,2.4.16,3044,5.4,1
maven|org.codehaus.groovy|groovy|2.4.17,maven,org.codehaus.groovy,groovy,2.4.17,3045,5.4,1
maven|org.codehaus.groovy|groovy|2.4.18,maven,org.codehaus.groovy,groovy,2.4.18,3046,5.4,1
maven|org.codehaus.groovy|groovy|2.4.19,maven,org.codehaus.groovy,groovy,2.4.19,3047,5.4,1
maven|org.codehaus.groovy|groovy|2.4.20,maven,org.codehaus.groovy,groovy,2.4.20,3048,5.4,1
maven|org.codehaus.groovy|groovy|2.5.0,maven,org.codehaus.groovy,groovy,2.5.0,3049,5.4,1
maven|org.codehaus.groovy|groovy|2.5.1,maven,org.codehaus.groovy,groovy,2.5.1,3050,5.4,1
maven|org.codehaus.groovy|groovy|2.5.2,maven,org.codehaus.groovy,groovy,2.5.2,3051,5.4,1
maven|org.codehaus.groovy|groovy|2.5.3,maven,org.codehaus.groovy,groovy,2.5.3,3052,5.4,1
maven|org.codehaus.groovy|groovy|2.5.4,maven,org.codehaus.groovy,groovy,2.5.4,3053,5.4,1
maven|org.codehaus.groovy|groovy|2.5.5,maven,org.codehaus.groovy,groovy,2.5.5,3054,5.4,1
maven|org.codehaus.groovy|groovy|2.5.6,maven,org.codehaus.groovy,groovy,2.5.6,3055,5.4,1
maven|org.codehaus.groovy|groovy|2.5.7,maven,org.codehaus.groovy,groovy,2.5.7,3056,5.4,1
maven|org.codehaus.groovy|groovy|2.5.8,maven,org.codehaus.groovy,groovy,2.5.8,3057,5.4,1
maven|org.codehaus.groovy|groovy|2.5.9,maven,org.codehaus.groovy,groovy,2.5.9,3058,5.4,1
maven|org.codehaus.groovy|groovy|2.5.10,maven,org.codehaus.groovy,groovy,2.5.10,3059,5.4,1
maven|org.codehaus.groovy|groovy|2.5.11,maven,org.codehaus.groovy,groovy,2.5.11,3060,5.4,1
maven|org.codehaus.groovy|groovy|2.5.12,maven,org.codehaus.groovy,groovy,2.5.12,3061,5.4,1
maven|org.codehaus.groovy|groovy|2.5.13,maven,org.codehaus.groovy,groovy,2.5.13,3062,5.4,1
maven|org.codehaus.groovy|groovy|3.0.0,maven,org.codehaus.groovy,groovy,3.0.0,3063,5.4,1
maven|org.codehaus.groovy|groovy|3.0.1,maven,org.codehaus.groovy,groovy,3.0.1,3064,5.4,1
maven|org.codehaus.groovy|groovy|3.0.2,maven,org.codehaus.groovy,groovy,3.0.2,3065,5.4,1
maven|org.codehaus.groovy|groovy|3.0.3,maven,org.codehaus.groovy,groovy,3.0.3,3066,5.4,1
maven|org.codehaus.groovy|groovy|3.0.4,maven,org.codehaus.groovy,groovy,3.0.4,3067,5.4,1
maven|org.codehaus.groovy|groovy|3.0.5,maven,org.codehaus.groovy,groovy,3.0.5,3068,5.4,1
maven|org.codehaus.groovy|groovy|3.0.6,maven,org.codehaus.groovy,groovy,3.0.6,3069,5.4,1
maven|org.eclipse.jetty|jetty-http|7.0.0.M0,maven,org.eclipse.jetty,jetty-http,7.0.0.M0,3070,2.6,1
maven|org.eclipse.jetty|jetty-http|7.0.0.RC0,maven,org.eclipse.jetty,jetty-http,7.0.0.RC0,3071,2.6,1
maven|org.eclipse.jetty|jetty-http|7.0.0.M1,maven,org.eclipse.jetty,jetty-http,7.0.0.M1,3072,2.6,1
maven|org.eclipse.jetty|jetty-http|7.0.0.RC1,maven,org.eclipse.jetty,jetty-http,7.0.0.RC1,3073,2.6,1
maven|org.eclipse.jetty|jetty-http|7.0.0.M2,maven,org.eclipse.jetty,jetty-http,7.0.0.M2,3074,2.6,1
maven|org.eclipse.jetty|jetty-http|7.0.0.RC2,maven,org.eclipse.jetty,jetty-http,7.0.0.RC2,3075,2.6,1
maven|org.eclipse.jetty|jetty-http|7.0.0.M3,maven,org.eclipse.jetty,jetty-http,7.0.0.M3,3076,2.6,1
maven|org.eclipse.jetty|jetty-http|7.0.0.RC3,maven,org.eclipse.jetty,jetty-http,7.0.0.RC3,3077,2.6,1
maven|org.eclipse.jetty|jetty-http|7.0.0.M4,maven,org.eclipse.jetty,jetty-http,7.0.0.M4,3078,2.6,1
maven|org.eclipse.jetty|jetty-http|7.0.0.RC4,maven,org.eclipse.jetty,jetty-http,7.0.0.RC4,3079,2.6,1
maven|org.eclipse.jetty|jetty-http|7.0.0.RC5,maven,org.eclipse.jetty,jetty-http,7.0.0.RC5,3080,2.6,1
maven|org.eclipse.jetty|jetty-http|7.0.0.RC6,maven,org.eclipse.jetty,jetty-http,7.0.0.RC6,3081,2.6,1
maven|org.eclipse.jetty|jetty-http|7.0.0.v20091005,maven,org.eclipse.jetty,jetty-http,7.0.0.v20091005,3082,3.6,2
maven|org.eclipse.jetty|jetty-http|7.0.1.v20091125,maven,org.eclipse.jetty,jetty-http,7.0.1.v20091125,3083,3.6,2
maven|org.eclipse.jetty|jetty-http|7.0.2.RC0,maven,org.eclipse.jetty,jetty-http,7.0.2.RC0,3084,3.6,2
maven|org.eclipse.jetty|jetty-http|7.0.2.v20100331,maven,org.eclipse.jetty,jetty-http,7.0.2.v20100331,3085,3.6,2
maven|org.eclipse.jetty|jetty-http|7.1.0.RC0,maven,org.eclipse.jetty,jetty-http,7.1.0.RC0,3086,3.6,2
maven|org.eclipse.jetty|jetty-http|7.1.0.RC1,maven,org.eclipse.jetty,jetty-http,7.1.0.RC1,3087,3.6,2
maven|org.eclipse.jetty|jetty-http|7.1.0.v20100505,maven,org.eclipse.jetty,jetty-http,7.1.0.v20100505,3088,3.6,2
maven|org.eclipse.jetty|jetty-http|7.1.1.v20100517,maven,org.eclipse.jetty,jetty-http,7.1.1.v20100517,3089,3.6,2
maven|org.eclipse.jetty|jetty-http|7.1.2.v20100523,maven,org.eclipse.jetty,jetty-http,7.1.2.v20100523,3090,3.6,2
maven|org.eclipse.jetty|jetty-http|7.1.3.v20100526,maven,org.eclipse.jetty,jetty-http,7.1.3.v20100526,3091,3.6,2
maven|org.eclipse.jetty|jetty-http|7.1.4.v20100610,maven,org.eclipse.jetty,jetty-http,7.1.4.v20100610,3092,3.6,2
maven|org.eclipse.jetty|jetty-http|7.1.5.v20100705,maven,org.eclipse.jetty,jetty-http,7.1.5.v20100705,3093,3.6,2
maven|org.eclipse.jetty|jetty-http|7.1.6.v20100715,maven,org.eclipse.jetty,jetty-http,7.1.6.v20100715,3094,3.6,2
maven|org.eclipse.jetty|jetty-http|7.2.0.RC0,maven,org.eclipse.jetty,jetty-http,7.2.0.RC0,3095,3.6,2
maven|org.eclipse.jetty|jetty-http|7.2.0.v20101020,maven,org.eclipse.jetty,jetty-http,7.2.0.v20101020,3096,3.6,2
maven|org.eclipse.jetty|jetty-http|7.2.1.v20101111,maven,org.eclipse.jetty,jetty-http,7.2.1.v20101111,3097,3.6,2
maven|org.eclipse.jetty|jetty-http|7.2.2.v20101205,maven,org.eclipse.jetty,jetty-http,7.2.2.v20101205,3098,3.6,2
maven|org.eclipse.jetty|jetty-http|7.3.0.v20110203,maven,org.eclipse.jetty,jetty-http,7.3.0.v20110203,3099,3.6,2
maven|org.eclipse.jetty|jetty-http|7.3.1.v20110307,maven,org.eclipse.jetty,jetty-http,7.3.1.v20110307,3100,3.6,2
maven|org.eclipse.jetty|jetty-http|7.4.0.RC0,maven,org.eclipse.jetty,jetty-http,7.4.0.RC0,3101,3.6,2
maven|org.eclipse.jetty|jetty-http|7.4.0.v20110414,maven,org.eclipse.jetty,jetty-http,7.4.0.v20110414,3102,3.6,2
maven|org.eclipse.jetty|jetty-http|7.4.1.v20110513,maven,org.eclipse.jetty,jetty-http,7.4.1.v20110513,3103,3.6,2
maven|org.eclipse.jetty|jetty-http|7.4.2.v20110526,maven,org.eclipse.jetty,jetty-http,7.4.2.v20110526,3104,3.6,2
maven|org.eclipse.jetty|jetty-http|7.4.3.v20110701,maven,org.eclipse.jetty,jetty-http,7.4.3.v20110701,3105,3.6,2
maven|org.eclipse.jetty|jetty-http|7.4.4.v20110707,maven,org.eclipse.jetty,jetty-http,7.4.4.v20110707,3106,3.6,2
maven|org.eclipse.jetty|jetty-http|7.4.5.v20110725,maven,org.eclipse.jetty,jetty-http,7.4.5.v20110725,3107,3.6,2
maven|org.eclipse.jetty|jetty-http|7.5.0.RC0,maven,org.eclipse.jetty,jetty-http,7.5.0.RC0,3108,3.6,2
maven|org.eclipse.jetty|jetty-http|7.5.0.RC1,maven,org.eclipse.jetty,jetty-http,7.5.0.RC1,3109,3.6,2
maven|org.eclipse.jetty|jetty-http|7.5.0.RC2,maven,org.eclipse.jetty,jetty-http,7.5.0.RC2,3110,3.6,2
maven|org.eclipse.jetty|jetty-http|7.5.0.v20110901,maven,org.eclipse.jetty,jetty-http,7.5.0.v20110901,3111,3.6,2
maven|org.eclipse.jetty|jetty-http|7.5.1.v20110908,maven,org.eclipse.jetty,jetty-http,7.5.1.v20110908,3112,3.6,2
maven|org.eclipse.jetty|jetty-http|7.5.2.v20111006,maven,org.eclipse.jetty,jetty-http,7.5.2.v20111006,3113,3.6,2
maven|org.eclipse.jetty|jetty-http|7.5.3.v20111011,maven,org.eclipse.jetty,jetty-http,7.5.3.v20111011,3114,3.6,2
maven|org.eclipse.jetty|jetty-http|7.5.4.v20111024,maven,org.eclipse.jetty,jetty-http,7.5.4.v20111024,3115,3.6,2
maven|org.eclipse.jetty|jetty-http|7.6.0.RC0,maven,org.eclipse.jetty,jetty-http,7.6.0.RC0,3116,3.6,2
maven|org.eclipse.jetty|jetty-http|7.6.0.RC1,maven,org.eclipse.jetty,jetty-http,7.6.0.RC1,3117,3.6,2
maven|org.eclipse.jetty|jetty-http|7.6.0.RC2,maven,org.eclipse.jetty,jetty-http,7.6.0.RC2,3118,3.6,2
maven|org.eclipse.jetty|jetty-http|7.6.0.RC3,maven,org.eclipse.jetty,jetty-http,7.6.0.RC3,3119,3.6,2
maven|org.eclipse.jetty|jetty-http|7.6.0.RC4,maven,org.eclipse.jetty,jetty-http,7.6.0.RC4,3120,3.6,2
maven|org.eclipse.jetty|jetty-http|7.6.0.RC5,maven,org.eclipse.jetty,jetty-http,7.6.0.RC5,3121,3.6,2
maven|org.eclipse.jetty|jetty-http|7.6.0.v20120127,maven,org.eclipse.jetty,jetty-http,7.6.0.v20120127,3122,3.6,2
maven|org.eclipse.jetty|jetty-http|7.6.1.v20120215,maven,org.eclipse.jetty,jetty-http,7.6.1.v20120215,3123,3.6,2
maven|org.eclipse.jetty|jetty-http|7.6.2.v20120308,maven,org.eclipse.jetty,jetty-http,7.6.2.v20120308,3124,3.6,2
maven|org.eclipse.jetty|jetty-http|7.6.3.v20120416,maven,org.eclipse.jetty,jetty-http,7.6.3.v20120416,3125,3.6,2
maven|org.eclipse.jetty|jetty-http|7.6.4.v20120524,maven,org.eclipse.jetty,jetty-http,7.6.4.v20120524,3126,3.6,2
maven|org.eclipse.jetty|jetty-http|7.6.5.v20120716,maven,org.eclipse.jetty,jetty-http,7.6.5.v20120716,3127,3.6,2
maven|org.eclipse.jetty|jetty-http|7.6.6.v20120903,maven,org.eclipse.jetty,jetty-http,7.6.6.v20120903,3128,3.6,2
maven|org.eclipse.jetty|jetty-http|7.6.7.v20120910,maven,org.eclipse.jetty,jetty-http,7.6.7.v20120910,3129,3.6,2
maven|org.eclipse.jetty|jetty-http|7.6.8.v20121106,maven,org.eclipse.jetty,jetty-http,7.6.8.v20121106,3130,3.6,2
maven|org.eclipse.jetty|jetty-http|7.6.9.v20130131,maven,org.eclipse.jetty,jetty-http,7.6.9.v20130131,3131,3.6,2
maven|org.eclipse.jetty|jetty-http|7.6.10.v20130312,maven,org.eclipse.jetty,jetty-http,7.6.10.v20130312,3132,3.6,2
maven|org.eclipse.jetty|jetty-http|7.6.11.v20130520,maven,org.eclipse.jetty,jetty-http,7.6.11.v20130520,3133,3.6,2
maven|org.eclipse.jetty|jetty-http|7.6.12.v20130726,maven,org.eclipse.jetty,jetty-http,7.6.12.v20130726,3134,3.6,2
maven|org.eclipse.jetty|jetty-http|7.6.13.v20130916,maven,org.eclipse.jetty,jetty-http,7.6.13.v20130916,3135,3.6,2
maven|org.eclipse.jetty|jetty-http|7.6.14.v20131031,maven,org.eclipse.jetty,jetty-http,7.6.14.v20131031,3136,3.6,2
maven|org.eclipse.jetty|jetty-http|7.6.15.v20140411,maven,org.eclipse.jetty,jetty-http,7.6.15.v20140411,3137,3.6,2
maven|org.eclipse.jetty|jetty-http|7.6.16.v20140903,maven,org.eclipse.jetty,jetty-http,7.6.16.v20140903,3138,3.6,2
maven|org.eclipse.jetty|jetty-http|7.6.17.v20150415,maven,org.eclipse.jetty,jetty-http,7.6.17.v20150415,3139,3.6,2
maven|org.eclipse.jetty|jetty-http|7.6.18.v20150929,maven,org.eclipse.jetty,jetty-http,7.6.18.v20150929,3140,3.6,2
maven|org.eclipse.jetty|jetty-http|7.6.19.v20160209,maven,org.eclipse.jetty,jetty-http,7.6.19.v20160209,3141,3.6,2
maven|org.eclipse.jetty|jetty-http|7.6.20.v20160902,maven,org.eclipse.jetty,jetty-http,7.6.20.v20160902,3142,3.6,2
maven|org.eclipse.jetty|jetty-http|7.6.21.v20160908,maven,org.eclipse.jetty,jetty-http,7.6.21.v20160908,3143,3.6,2
maven|org.eclipse.jetty|jetty-http|8.0.0.M0,maven,org.eclipse.jetty,jetty-http,8.0.0.M0,3144,3.6,2
maven|org.eclipse.jetty|jetty-http|8.0.0.RC0,maven,org.eclipse.jetty,jetty-http,8.0.0.RC0,3145,3.6,2
maven|org.eclipse.jetty|jetty-http|8.0.0.M1,maven,org.eclipse.jetty,jetty-http,8.0.0.M1,3146,3.6,2
maven|org.eclipse.jetty|jetty-http|8.0.0.M2,maven,org.eclipse.jetty,jetty-http,8.0.0.M2,3147,3.6,2
maven|org.eclipse.jetty|jetty-http|8.0.0.M3,maven,org.eclipse.jetty,jetty-http,8.0.0.M3,3148,3.6,2
maven|org.eclipse.jetty|jetty-http|8.0.0.v20110901,maven,org.eclipse.jetty,jetty-http,8.0.0.v20110901,3149,3.6,2
maven|org.eclipse.jetty|jetty-http|8.0.1.v20110908,maven,org.eclipse.jetty,jetty-http,8.0.1.v20110908,3150,3.6,2
maven|org.eclipse.jetty|jetty-http|8.0.2.v20111006,maven,org.eclipse.jetty,jetty-http,8.0.2.v20111006,3151,3.6,2
